customerId,sessionId
CUST00048,SESS0000099
CUST00049,SESS0000100
CUST00050,SESS0000101
CUST00050,SESS0000102
CUST00050,SESS0000103
CUST00051,SESS0000104
CUST00051,SESS0000105
CUST00051,SESS0000106
CUST00051,SESS0000107
CUST00052,SESS0000108
CUST00052,SESS0000109
CUST00053,SESS0000110
CUST00053,SESS0000111
CUST00054,SESS0000112
CUST00055,SESS0000113
CUST00056,SESS0000114
CUST00056,SESS0000115
CUST00057,SESS0000116
CUST00057,SESS0000117
CUST00057,SESS0000118
CUST00057,SESS0000119
CUST00057,SESS0000120
CUST00058,SESS0000121
CUST00058,SESS0000122
CUST00058,SESS0000123
CUST00058,SESS0000124
CUST00059,SESS0000125
CUST00059,SESS0000126
CUST00059,SESS0000127
CUST00060,SESS0000128
CUST00060,SESS0000129
CUST00060,SESS0000130
CUST00061,SESS0000131
CUST00061,SESS0000132
CUST00062,SESS0000133
CUST00062,SESS0000134
CUST00062,SESS0000135
CUST00063,SESS0000136
CUST00063,SESS0000137
CUST00065,SESS0000138
CUST00065,SESS0000139
CUST00066,SESS0000140
CUST00066,SESS0000141
CUST00066,SESS0000142
CUST00067,SESS0000143
CUST00067,SESS0000144
CUST00069,SESS0000145
CUST00069,SESS0000146
CUST00069,SESS0000147
CUST00069,SESS0000148
CUST00069,SESS0000149
CUST00069,SESS0000150
CUST00070,SESS0000151
CUST00070,SESS0000152
CUST00071,SESS0000153
CUST00071,SESS0000154
CUST00072,SESS0000155
CUST00072,SESS0000156
CUST00072,SESS0000157
CUST00074,SESS0000158
CUST00074,SESS0000159
CUST00076,SESS0000160
CUST00077,SESS0000161
CUST00077,SESS0000162
CUST00077,SESS0000163
CUST00077,SESS0000164
CUST00078,SESS0000165
CUST00078,SESS0000166
CUST00079,SESS0000167
CUST00079,SESS0000168
CUST00081,SESS0000169
CUST00081,SESS0000170
CUST00082,SESS0000171
CUST00083,SESS0000172
CUST00084,SESS0000173
CUST00085,SESS0000174
CUST00085,SESS0000175
CUST00085,SESS0000176
CUST00085,SESS0000177
CUST00085,SESS0000178
CUST00085,SESS0000179
CUST00085,SESS0000180
CUST00085,SESS0000181
CUST00085,SESS0000182
CUST00085,SESS0000183
CUST00086,SESS0000184
CUST00086,SESS0000185
CUST00087,SESS0000186
CUST00087,SESS0000187
CUST00088,SESS0000188
CUST00089,SESS0000189
CUST00089,SESS0000190
CUST00089,SESS0000191
CUST00089,SESS0000192
CUST00089,SESS0000193
CUST00090,SESS0000194
CUST00090,SESS0000195
CUST00091,SESS0000196
CUST00091,SESS0000197
CUST00092,SESS0000198
CUST00092,SESS0000199
CUST00092,SESS0000200
CUST00092,SESS0000201
CUST00092,SESS0000202
CUST00092,SESS0000203
CUST00093,SESS0000204
CUST00093,SESS0000205
CUST00093,SESS0000206
CUST00094,SESS0000207
CUST00094,SESS0000208
CUST00094,SESS0000209
CUST00094,SESS0000210
CUST00094,SESS0000211
CUST00094,SESS0000212
CUST00094,SESS0000213
CUST00095,SESS0000214
CUST00095,SESS0000215
CUST00096,SESS0000216
CUST00096,SESS0000217
CUST00097,SESS0000218
CUST00098,SESS0000219
CUST00098,SESS0000220
CUST00098,SESS0000221
CUST00098,SESS0000222
CUST00098,SESS0000223
CUST00098,SESS0000224
CUST00098,SESS0000225
CUST00098,SESS0000226
CUST00098,SESS0000227
CUST00098,SESS0000228
CUST00098,SESS0000229
CUST00098,SESS0000230
CUST00098,SESS0000231
CUST00099,SESS0000232
CUST00099,SESS0000233
CUST00099,SESS0000234
CUST00099,SESS0000235
CUST00099,SESS0000236
CUST00099,SESS0000237
CUST00099,SESS0000238
CUST00099,SESS0000239
CUST00099,SESS0000240
CUST00099,SESS0000241
CUST00102,SESS0000242
CUST00103,SESS0000243
CUST00104,SESS0000244
CUST00105,SESS0000245
CUST00107,SESS0000246
CUST00107,SESS0000247
CUST00107,SESS0000248
CUST00108,SESS0000249
CUST00108,SESS0000250
CUST00109,SESS0000251
CUST00109,SESS0000252
CUST00109,SESS0000253
CUST00109,SESS0000254
CUST00109,SESS0000255
CUST00109,SESS0000256
CUST00111,SESS0000257
CUST00111,SESS0000258
CUST00111,SESS0000259
CUST00112,SESS0000260
CUST00112,SESS0000261
CUST00112,SESS0000262
CUST00112,SESS0000263
CUST00113,SESS0000264
CUST00113,SESS0000265
CUST00113,SESS0000266
CUST00113,SESS0000267
CUST00113,SESS0000268
CUST00115,SESS0000269
CUST00116,SESS0000270
CUST00117,SESS0000271
CUST00117,SESS0000272
CUST00118,SESS0000273
CUST00118,SESS0000274
CUST00120,SESS0000275
CUST00120,SESS0000276
CUST00120,SESS0000277
CUST00120,SESS0000278
CUST00121,SESS0000279
CUST00121,SESS0000280
CUST00121,SESS0000281
CUST00122,SESS0000282
CUST00122,SESS0000283
CUST00124,SESS0000284
CUST00125,SESS0000285
CUST00125,SESS0000286
CUST00125,SESS0000287
CUST00125,SESS0000288
CUST00125,SESS0000289
CUST00125,SESS0000290
CUST00125,SESS0000291
CUST00126,SESS0000292
CUST00126,SESS0000293
CUST00126,SESS0000294
CUST00126,SESS0000295
CUST00128,SESS0000296
CUST00129,SESS0000297
CUST00129,SESS0000298
CUST00129,SESS0000299
CUST00130,SESS0000300
CUST00130,SESS0000301
CUST00131,SESS0000302
CUST00132,SESS0000303
CUST00133,SESS0000304
CUST00133,SESS0000305
CUST00133,SESS0000306
CUST00133,SESS0000307
CUST00134,SESS0000308
CUST00134,SESS0000309
CUST00134,SESS0000310
CUST00134,SESS0000311
CUST00135,SESS0000312
CUST00135,SESS0000313
CUST00135,SESS0000314
CUST00136,SESS0000315
CUST00136,SESS0000316
CUST00136,SESS0000317
CUST00136,SESS0000318
CUST00136,SESS0000319
CUST00136,SESS0000320
CUST00136,SESS0000321
CUST00136,SESS0000322
CUST00136,SESS0000323
CUST00137,SESS0000324
CUST00137,SESS0000325
CUST00138,SESS0000326
CUST00138,SESS0000327
CUST00140,SESS0000328
CUST00140,SESS0000329
CUST00140,SESS0000330
CUST00140,SESS0000331
CUST00140,SESS0000332
CUST00141,SESS0000333
CUST00141,SESS0000334
CUST00141,SESS0000335
CUST00142,SESS0000336
CUST00142,SESS0000337
CUST00143,SESS0000338
CUST00144,SESS0000339
CUST00145,SESS0000340
CUST00145,SESS0000341
CUST00146,SESS0000342
CUST00146,SESS0000343
CUST00147,SESS0000344
CUST00147,SESS0000345
CUST00148,SESS0000346
CUST00149,SESS0000347
CUST00149,SESS0000348
CUST00149,SESS0000349
CUST00150,SESS0000350
CUST00150,SESS0000351
CUST00150,SESS0000352
CUST00150,SESS0000353
CUST00150,SESS0000354
CUST00151,SESS0000355
CUST00152,SESS0000356
CUST00152,SESS0000357
CUST00152,SESS0000358
CUST00152,SESS0000359
CUST00153,SESS0000360
CUST00153,SESS0000361
CUST00153,SESS0000362
CUST00153,SESS0000363
CUST00153,SESS0000364
CUST00153,SESS0000365
CUST00153,SESS0000366
CUST00153,SESS0000367
CUST00153,SESS0000368
CUST00154,SESS0000369
CUST00155,SESS0000370
CUST00155,SESS0000371
CUST00155,SESS0000372
CUST00156,SESS0000373
CUST00156,SESS0000374
CUST00156,SESS0000375
CUST00157,SESS0000376
CUST00157,SESS0000377
CUST00158,SESS0000378
CUST00158,SESS0000379
CUST00158,SESS0000380
CUST00158,SESS0000381
CUST00158,SESS0000382
CUST00159,SESS0000383
CUST00160,SESS0000384
CUST00161,SESS0000385
CUST00161,SESS0000386
CUST00162,SESS0000387
CUST00162,SESS0000388
CUST00163,SESS0000389
CUST00163,SESS0000390
CUST00163,SESS0000391
CUST00163,SESS0000392
CUST00164,SESS0000393
CUST00164,SESS0000394
CUST00164,SESS0000395
CUST00164,SESS0000396
CUST00164,SESS0000397
CUST00164,SESS0000398
CUST00165,SESS0000399
CUST00165,SESS0000400
CUST00165,SESS0000401
CUST00166,SESS0000402
CUST00167,SESS0000403
CUST00167,SESS0000404
CUST00169,SESS0000405
CUST00171,SESS0000406
CUST00172,SESS0000407
CUST00172,SESS0000408
CUST00172,SESS0000409
CUST00172,SESS0000410
CUST00172,SESS0000411
CUST00173,SESS0000412
CUST00175,SESS0000413
CUST00175,SESS0000414
CUST00176,SESS0000415
CUST00176,SESS0000416
CUST00176,SESS0000417
CUST00176,SESS0000418
CUST00176,SESS0000419
CUST00176,SESS0000420
CUST00177,SESS0000421
CUST00177,SESS0000422
CUST00177,SESS0000423
CUST00177,SESS0000424
CUST00177,SESS0000425
CUST00180,SESS0000426
CUST00181,SESS0000427
CUST00183,SESS0000428
CUST00183,SESS0000429
CUST00183,SESS0000430
CUST00183,SESS0000431
CUST00183,SESS0000432
CUST00183,SESS0000433
CUST00183,SESS0000434
CUST00183,SESS0000435
CUST00183,SESS0000436
CUST00183,SESS0000437
CUST00184,SESS0000438
CUST00184,SESS0000439
CUST00184,SESS0000440
CUST00184,SESS0000441
CUST00184,SESS0000442
CUST00184,SESS0000443
CUST00186,SESS0000444
CUST00187,SESS0000445
CUST00187,SESS0000446
CUST00187,SESS0000447
CUST00188,SESS0000448
CUST00188,SESS0000449
CUST00188,SESS0000450
CUST00188,SESS0000451
CUST00188,SESS0000452
CUST00188,SESS0000453
CUST00188,SESS0000454
CUST00188,SESS0000455
CUST00188,SESS0000456
CUST00188,SESS0000457
CUST00189,SESS0000458
CUST00189,SESS0000459
CUST00190,SESS0000460
CUST00190,SESS0000461
CUST00190,SESS0000462
CUST00190,SESS0000463
CUST00191,SESS0000464
CUST00192,SESS0000465
CUST00192,SESS0000466
CUST00192,SESS0000467
CUST00192,SESS0000468
CUST00193,SESS0000469
CUST00193,SESS0000470
CUST00193,SESS0000471
CUST00193,SESS0000472
CUST00193,SESS0000473
CUST00194,SESS0000474
CUST00194,SESS0000475
CUST00194,SESS0000476
CUST00194,SESS0000477
CUST00194,SESS0000478
CUST00195,SESS0000479
CUST00195,SESS0000480
CUST00195,SESS0000481
CUST00195,SESS0000482
CUST00196,SESS0000483
CUST00196,SESS0000484
CUST00196,SESS0000485
CUST00197,SESS0000486
CUST00197,SESS0000487
CUST00199,SESS0000488
CUST00200,SESS0000489
CUST00200,SESS0000490
CUST00200,SESS0000491
CUST00202,SESS0000492
CUST00203,SESS0000493
CUST00204,SESS0000494
CUST00204,SESS0000495
CUST00204,SESS0000496
CUST00204,SESS0000497
CUST00204,SESS0000498
CUST00204,SESS0000499
CUST00204,SESS0000500
CUST00204,SESS0000501
CUST00204,SESS0000502
CUST00205,SESS0000503
CUST00205,SESS0000504
CUST00205,SESS0000505
CUST00206,SESS0000506
CUST00206,SESS0000507
CUST00206,SESS0000508
CUST00207,SESS0000509
CUST00207,SESS0000510
CUST00207,SESS0000511
CUST00207,SESS0000512
CUST00207,SESS0000513
CUST00207,SESS0000514
CUST00208,SESS0000515
CUST00208,SESS0000516
CUST00209,SESS0000517
CUST00209,SESS0000518
CUST00209,SESS0000519
CUST00209,SESS0000520
CUST00209,SESS0000521
CUST00210,SESS0000522
CUST00211,SESS0000523
CUST00211,SESS0000524
CUST00212,SESS0000525
CUST00212,SESS0000526
CUST00212,SESS0000527
CUST00212,SESS0000528
CUST00212,SESS0000529
CUST00212,SESS0000530
CUST00213,SESS0000531
CUST00213,SESS0000532
CUST00215,SESS0000533
CUST00216,SESS0000534
CUST00216,SESS0000535
CUST00217,SESS0000536
CUST00217,SESS0000537
CUST00217,SESS0000538
CUST00217,SESS0000539
CUST00217,SESS0000540
CUST00218,SESS0000541
CUST00218,SESS0000542
CUST00218,SESS0000543
CUST00220,SESS0000544
CUST00220,SESS0000545
CUST00220,SESS0000546
CUST00221,SESS0000547
CUST00222,SESS0000548
CUST00222,SESS0000549
CUST00222,SESS0000550
CUST00222,SESS0000551
CUST00223,SESS0000552
CUST00223,SESS0000553
CUST00223,SESS0000554
CUST00223,SESS0000555
CUST00225,SESS0000556
CUST00225,SESS0000557
CUST00227,SESS0000558
CUST00227,SESS0000559
CUST00228,SESS0000560
CUST00228,SESS0000561
CUST00228,SESS0000562
CUST00229,SESS0000563
CUST00229,SESS0000564
CUST00229,SESS0000565
CUST00229,SESS0000566
CUST00230,SESS0000567
CUST00230,SESS0000568
CUST00231,SESS0000569
CUST00231,SESS0000570
CUST00231,SESS0000571
CUST00231,SESS0000572
CUST00231,SESS0000573
CUST00232,SESS0000574
CUST00232,SESS0000575
CUST00233,SESS0000576
CUST00234,SESS0000577
CUST00234,SESS0000578
CUST00234,SESS0000579
CUST00234,SESS0000580
CUST00234,SESS0000581
CUST00236,SESS0000582
CUST00237,SESS0000583
CUST00238,SESS0000584
CUST00238,SESS0000585
CUST00239,SESS0000586
CUST00239,SESS0000587
CUST00239,SESS0000588
CUST00239,SESS0000589
CUST00240,SESS0000590
CUST00240,SESS0000591
CUST00240,SESS0000592
CUST00240,SESS0000593
CUST00240,SESS0000594
CUST00240,SESS0000595
CUST00240,SESS0000596
CUST00240,SESS0000597
CUST00240,SESS0000598
CUST00240,SESS0000599
CUST00240,SESS0000600
CUST00240,SESS0000601
CUST00241,SESS0000602
CUST00242,SESS0000603
CUST00242,SESS0000604
CUST00244,SESS0000605
CUST00244,SESS0000606
CUST00246,SESS0000607
CUST00247,SESS0000608
CUST00247,SESS0000609
CUST00248,SESS0000610
CUST00248,SESS0000611
CUST00248,SESS0000612
CUST00249,SESS0000613
CUST00249,SESS0000614
CUST00250,SESS0000615
CUST00250,SESS0000616
CUST00250,SESS0000617
CUST00251,SESS0000618
CUST00251,SESS0000619
CUST00252,SESS0000620
CUST00253,SESS0000621
CUST00253,SESS0000622
CUST00253,SESS0000623
CUST00254,SESS0000624
CUST00254,SESS0000625
CUST00254,SESS0000626
CUST00255,SESS0000627
CUST00255,SESS0000628
CUST00257,SESS0000629
CUST00257,SESS0000630
CUST00257,SESS0000631
CUST00258,SESS0000632
CUST00258,SESS0000633
CUST00258,SESS0000634
CUST00258,SESS0000635
CUST00259,SESS0000636
CUST00259,SESS0000637
CUST00259,SESS0000638
CUST00259,SESS0000639
CUST00259,SESS0000640
CUST00259,SESS0000641
CUST00259,SESS0000642
CUST00260,SESS0000643
CUST00261,SESS0000644
CUST00261,SESS0000645
CUST00262,SESS0000646
CUST00262,SESS0000647
CUST00262,SESS0000648
CUST00262,SESS0000649
CUST00263,SESS0000650
CUST00264,SESS0000651
CUST00264,SESS0000652
CUST00264,SESS0000653
CUST00264,SESS0000654
CUST00264,SESS0000655
CUST00264,SESS0000656
CUST00265,SESS0000657
CUST00265,SESS0000658
CUST00265,SESS0000659
CUST00268,SESS0000660
CUST00268,SESS0000661
CUST00268,SESS0000662
CUST00268,SESS0000663
CUST00268,SESS0000664
CUST00268,SESS0000665
CUST00269,SESS0000666
CUST00269,SESS0000667
CUST00269,SESS0000668
CUST00269,SESS0000669
CUST00269,SESS0000670
CUST00269,SESS0000671
CUST00270,SESS0000672
CUST00270,SESS0000673
CUST00270,SESS0000674
CUST00270,SESS0000675
CUST00270,SESS0000676
CUST00270,SESS0000677
CUST00271,SESS0000678
CUST00271,SESS0000679
CUST00271,SESS0000680
CUST00271,SESS0000681
CUST00271,SESS0000682
CUST00271,SESS0000683
CUST00271,SESS0000684
CUST00271,SESS0000685
CUST00272,SESS0000686
CUST00273,SESS0000687
CUST00273,SESS0000688
CUST00273,SESS0000689
CUST00273,SESS0000690
CUST00274,SESS0000691
CUST00274,SESS0000692
CUST00274,SESS0000693
CUST00275,SESS0000694
CUST00275,SESS0000695
CUST00275,SESS0000696
CUST00275,SESS0000697
CUST00276,SESS0000698
CUST00276,SESS0000699
CUST00277,SESS0000700
CUST00278,SESS0000701
CUST00278,SESS0000702
CUST00278,SESS0000703
CUST00279,SESS0000704
CUST00280,SESS0000705
CUST00281,SESS0000706
CUST00281,SESS0000707
CUST00281,SESS0000708
CUST00282,SESS0000709
CUST00283,SESS0000710
CUST00283,SESS0000711
CUST00283,SESS0000712
CUST00283,SESS0000713
CUST00283,SESS0000714
CUST00284,SESS0000715
CUST00284,SESS0000716
CUST00284,SESS0000717
CUST00284,SESS0000718
CUST00285,SESS0000719
CUST00285,SESS0000720
CUST00285,SESS0000721
CUST00285,SESS0000722
CUST00285,SESS0000723
CUST00285,SESS0000724
CUST00286,SESS0000725
CUST00286,SESS0000726
CUST00287,SESS0000727
CUST00287,SESS0000728
CUST00287,SESS0000729
CUST00287,SESS0000730
CUST00288,SESS0000731
CUST00288,SESS0000732
CUST00289,SESS0000733
CUST00290,SESS0000734
CUST00290,SESS0000735
CUST00290,SESS0000736
CUST00292,SESS0000737
CUST00292,SESS0000738
CUST00292,SESS0000739
CUST00292,SESS0000740
CUST00294,SESS0000741
CUST00294,SESS0000742
CUST00294,SESS0000743
CUST00294,SESS0000744
CUST00294,SESS0000745
CUST00297,SESS0000746
CUST00298,SESS0000747
CUST00298,SESS0000748
CUST00298,SESS0000749
CUST00298,SESS0000750
CUST00299,SESS0000751
CUST00301,SESS0000752
CUST00302,SESS0000753
CUST00302,SESS0000754
CUST00302,SESS0000755
CUST00302,SESS0000756
CUST00302,SESS0000757
CUST00302,SESS0000758
CUST00303,SESS0000759
CUST00303,SESS0000760
CUST00303,SESS0000761
CUST00303,SESS0000762
CUST00303,SESS0000763
CUST00305,SESS0000764
CUST00305,SESS0000765
CUST00307,SESS0000766
CUST00307,SESS0000767
CUST00308,SESS0000768
CUST00308,SESS0000769
CUST00308,SESS0000770
CUST00308,SESS0000771
CUST00309,SESS0000772
CUST00310,SESS0000773
CUST00310,SESS0000774
CUST00310,SESS0000775
CUST00310,SESS0000776
CUST00310,SESS0000777
CUST00310,SESS0000778
CUST00310,SESS0000779
CUST00310,SESS0000780
CUST00310,SESS0000781
CUST00310,SESS0000782
CUST00311,SESS0000783
CUST00311,SESS0000784
CUST00312,SESS0000785
CUST00312,SESS0000786
CUST00313,SESS0000787
CUST00313,SESS0000788
CUST00313,SESS0000789
CUST00314,SESS0000790
CUST00314,SESS0000791
CUST00314,SESS0000792
CUST00315,SESS0000793
CUST00315,SESS0000794
CUST00315,SESS0000795
CUST00316,SESS0000796
CUST00316,SESS0000797
CUST00317,SESS0000798
CUST00318,SESS0000799
CUST00318,SESS0000800
CUST00318,SESS0000801
CUST00319,SESS0000802
CUST00319,SESS0000803
CUST00319,SESS0000804
CUST00319,SESS0000805
CUST00319,SESS0000806
CUST00321,SESS0000807
CUST00321,SESS0000808
CUST00322,SESS0000809
CUST00322,SESS0000810
CUST00322,SESS0000811
CUST00323,SESS0000812
CUST00323,SESS0000813
CUST00324,SESS0000814
CUST00324,SESS0000815
CUST00324,SESS0000816
CUST00324,SESS0000817
CUST00324,SESS0000818
CUST00326,SESS0000819
CUST00326,SESS0000820
CUST00326,SESS0000821
CUST00326,SESS0000822
CUST00327,SESS0000823
CUST00328,SESS0000824
CUST00328,SESS0000825
CUST00328,SESS0000826
CUST00328,SESS0000827
CUST00328,SESS0000828
CUST00329,SESS0000829
CUST00329,SESS0000830
CUST00332,SESS0000831
CUST00332,SESS0000832
CUST00332,SESS0000833
CUST00332,SESS0000834
CUST00333,SESS0000835
CUST00333,SESS0000836
CUST00333,SESS0000837
CUST00333,SESS0000838
CUST00335,SESS0000839
CUST00335,SESS0000840
CUST00335,SESS0000841
CUST00335,SESS0000842
CUST00336,SESS0000843
CUST00336,SESS0000844
CUST00336,SESS0000845
CUST00337,SESS0000846
CUST00337,SESS0000847
CUST00337,SESS0000848
CUST00337,SESS0000849
CUST00337,SESS0000850
CUST00337,SESS0000851
CUST00338,SESS0000852
CUST00338,SESS0000853
CUST00338,SESS0000854
CUST00338,SESS0000855
CUST00339,SESS0000856
CUST00339,SESS0000857
CUST00339,SESS0000858
CUST00339,SESS0000859
CUST00339,SESS0000860
CUST00339,SESS0000861
CUST00340,SESS0000862
CUST00341,SESS0000863
CUST00341,SESS0000864
CUST00341,SESS0000865
CUST00341,SESS0000866
CUST00341,SESS0000867
CUST00341,SESS0000868
CUST00343,SESS0000869
CUST00343,SESS0000870
CUST00344,SESS0000871
CUST00344,SESS0000872
CUST00345,SESS0000873
CUST00347,SESS0000874
CUST00348,SESS0000875
CUST00349,SESS0000876
CUST00349,SESS0000877
CUST00349,SESS0000878
CUST00349,SESS0000879
CUST00349,SESS0000880
CUST00350,SESS0000881
CUST00350,SESS0000882
CUST00350,SESS0000883
CUST00350,SESS0000884
CUST00350,SESS0000885
CUST00352,SESS0000886
CUST00352,SESS0000887
CUST00353,SESS0000888
CUST00354,SESS0000889
CUST00354,SESS0000890
CUST00355,SESS0000891
CUST00355,SESS0000892
CUST00355,SESS0000893
CUST00355,SESS0000894
CUST00355,SESS0000895
CUST00356,SESS0000896
CUST00356,SESS0000897
CUST00356,SESS0000898
CUST00356,SESS0000899
CUST00357,SESS0000900
CUST00358,SESS0000901
CUST00359,SESS0000902
CUST00359,SESS0000903
CUST00359,SESS0000904
CUST00359,SESS0000905
CUST00359,SESS0000906
CUST00360,SESS0000907
CUST00360,SESS0000908
CUST00360,SESS0000909
CUST00360,SESS0000910
CUST00360,SESS0000911
CUST00361,SESS0000912
CUST00362,SESS0000913
CUST00363,SESS0000914
CUST00363,SESS0000915
CUST00363,SESS0000916
CUST00364,SESS0000917
CUST00364,SESS0000918
CUST00364,SESS0000919
CUST00364,SESS0000920
CUST00364,SESS0000921
CUST00364,SESS0000922
CUST00364,SESS0000923
CUST00364,SESS0000924
CUST00365,SESS0000925
CUST00365,SESS0000926
CUST00367,SESS0000927
CUST00368,SESS0000928
CUST00368,SESS0000929
CUST00368,SESS0000930
CUST00368,SESS0000931
CUST00368,SESS0000932
CUST00368,SESS0000933
CUST00369,SESS0000934
CUST00369,SESS0000935
CUST00369,SESS0000936
CUST00372,SESS0000937
CUST00373,SESS0000938
CUST00373,SESS0000939
CUST00373,SESS0000940
CUST00373,SESS0000941
CUST00373,SESS0000942
CUST00373,SESS0000943
CUST00373,SESS0000944
CUST00374,SESS0000945
CUST00375,SESS0000946
CUST00375,SESS0000947
CUST00376,SESS0000948
CUST00376,SESS0000949
CUST00376,SESS0000950
CUST00376,SESS0000951
CUST00377,SESS0000952
CUST00378,SESS0000953
CUST00379,SESS0000954
CUST00379,SESS0000955
CUST00380,SESS0000956
CUST00380,SESS0000957
CUST00380,SESS0000958
CUST00381,SESS0000959
CUST00381,SESS0000960
CUST00381,SESS0000961
CUST00381,SESS0000962
CUST00381,SESS0000963
CUST00381,SESS0000964
CUST00381,SESS0000965
CUST00384,SESS0000966
CUST00384,SESS0000967
CUST00384,SESS0000968
CUST00384,SESS0000969
CUST00385,SESS0000970
CUST00386,SESS0000971
CUST00386,SESS0000972
CUST00387,SESS0000973
CUST00389,SESS0000974
CUST00389,SESS0000975
CUST00389,SESS0000976
CUST00389,SESS0000977
CUST00389,SESS0000978
CUST00389,SESS0000979
CUST00391,SESS0000980
CUST00391,SESS0000981
CUST00391,SESS0000982
CUST00391,SESS0000983
CUST00392,SESS0000984
CUST00392,SESS0000985
CUST00392,SESS0000986
CUST00392,SESS0000987
CUST00392,SESS0000988
CUST00392,SESS0000989
CUST00392,SESS0000990
CUST00392,SESS0000991
CUST00392,SESS0000992
CUST00392,SESS0000993
CUST00392,SESS0000994
CUST00393,SESS0000995
CUST00394,SESS0000996
CUST00394,SESS0000997
CUST00394,SESS0000998
CUST00394,SESS0000999
CUST00394,SESS0001000
CUST00394,SESS0001001
CUST00395,SESS0001002
CUST00395,SESS0001003
CUST00395,SESS0001004
CUST00395,SESS0001005
CUST00395,SESS0001006
CUST00396,SESS0001007
CUST00396,SESS0001008
CUST00397,SESS0001009
CUST00397,SESS0001010
CUST00397,SESS0001011
CUST00397,SESS0001012
CUST00399,SESS0001013
CUST00399,SESS0001014
CUST00400,SESS0001015
CUST00400,SESS0001016
CUST00401,SESS0001017
CUST00401,SESS0001018
CUST00401,SESS0001019
CUST00401,SESS0001020
CUST00402,SESS0001021
CUST00402,SESS0001022
CUST00404,SESS0001023
CUST00404,SESS0001024
CUST00404,SESS0001025
CUST00404,SESS0001026
CUST00405,SESS0001027
CUST00405,SESS0001028
CUST00405,SESS0001029
CUST00406,SESS0001030
CUST00407,SESS0001031
CUST00407,SESS0001032
CUST00408,SESS0001033
CUST00408,SESS0001034
CUST00409,SESS0001035
CUST00409,SESS0001036
CUST00409,SESS0001037
CUST00410,SESS0001038
CUST00411,SESS0001039
CUST00411,SESS0001040
CUST00411,SESS0001041
CUST00412,SESS0001042
CUST00412,SESS0001043
CUST00412,SESS0001044
CUST00412,SESS0001045
CUST00413,SESS0001046
CUST00413,SESS0001047
CUST00414,SESS0001048
CUST00415,SESS0001049
CUST00415,SESS0001050
CUST00415,SESS0001051
CUST00415,SESS0001052
CUST00415,SESS0001053
CUST00415,SESS0001054
CUST00416,SESS0001055
CUST00416,SESS0001056
CUST00416,SESS0001057
CUST00417,SESS0001058
CUST00417,SESS0001059
CUST00417,SESS0001060
CUST00417,SESS0001061
CUST00417,SESS0001062
CUST00417,SESS0001063
CUST00417,SESS0001064
CUST00417,SESS0001065
CUST00418,SESS0001066
CUST00419,SESS0001067
CUST00419,SESS0001068
CUST00419,SESS0001069
CUST00420,SESS0001070
CUST00420,SESS0001071
CUST00420,SESS0001072
CUST00421,SESS0001073
CUST00422,SESS0001074
CUST00423,SESS0001075
